/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold29_size338328_pilon	188745	189925	chromosome_11	2222079	2223259	1181	1181
scaffold46_size17129_pilon	8539	9081	chromosome_11	2273440	2273983	543	544
scaffold9_size10157462_pilon	8702348	8871948	chromosome_12	46	169692	169601	169647
scaffold9_size10157462_pilon	8896363	8968917	chromosome_12	6301770	6229182	72555	72589
scaffold9_size10157462_pilon	8978338	9009331	chromosome_12	6220094	6189100	30994	30995
scaffold9_size10157462_pilon	9012950	9013843	chromosome_12	6162841	6163737	894	897
scaffold9_size10157462_pilon	9030472	9030622	chromosome_12	6184617	6184767	151	151
scaffold9_size10157462_pilon	9033455	9034678	chromosome_12	6157173	6158385	1224	1213
scaffold9_size10157462_pilon	9042148	9402169	chromosome_12	6155373	5795341	360022	360033
scaffold9_size10157462_pilon	9402215	9406489	chromosome_12	5795240	5790967	4275	4274
scaffold9_size10157462_pilon	9406666	9519441	chromosome_12	5790963	5678180	112776	112784
scaffold9_size10157462_pilon	9519432	9744162	chromosome_12	5669796	5445062	224731	224735
scaffold9_size10157462_pilon	9749845	9790397	chromosome_12	5445066	5404513	40553	40554
scaffold9_size10157462_pilon	9814844	10054341	chromosome_12	5381205	5141729	239498	239477
scaffold9_size10157462_pilon	10079546	10104063	chromosome_12	5116347	5091833	24518	24515
scaffold9_size10157462_pilon	10103996	10115450	chromosome_12	5091731	5080266	11455	11466
scaffold9_size10157462_pilon	10116172	10120075	chromosome_12	5042396	5038499	3904	3898
scaffold9_size10157462_pilon	10123028	10125123	chromosome_12	4997045	4994950	2096	2096
scaffold9_size10157462_pilon	10150900	10157427	chromosome_12	5024086	5017558	6528	6529
scaffold1_size20154211_pilon	8639617	8642213	chromosome_12	7024377	7021781	2597	2597
scaffold1_size20154211_pilon	9781603	9782005	chromosome_12	4112833	4112426	403	408
scaffold1_size20154211_pilon	12823685	12823844	chromosome_12	6221109	6221259	160	151
scaffold8_size5106655_pilon	4567968	4568124	chromosome_12	6631784	6631628	157	157
scaffold15_size3084122_pilon	725272	745063	chromosome_12	9489756	9509519	19792	19764
scaffold15_size3084122_pilon	745051	785977	chromosome_12	9509775	9550704	40927	40930
scaffold15_size3084122_pilon	786559	840315	chromosome_12	9550697	9604474	53757	53778
scaffold15_size3084122_pilon	845550	864331	chromosome_12	9609675	9628473	18782	18799
scaffold15_size3084122_pilon	864331	878452	chromosome_12	9628568	9642725	14122	14158
scaffold15_size3084122_pilon	878507	879576	chromosome_12	9643101	9644181	1070	1081
scaffold15_size3084122_pilon	879716	885619	chromosome_12	9644239	9650250	5904	6012
scaffold15_size3084122_pilon	887080	887255	chromosome_12	9650351	9650525	176	175
scaffold15_size3084122_pilon	887439	888222	chromosome_12	9650655	9651447	784	793
scaffold15_size3084122_pilon	888406	891871	chromosome_12	9651445	9655080	3466	3636
scaffold15_size3084122_pilon	892190	892313	chromosome_12	9655486	9655611	124	126
scaffold15_size3084122_pilon	892652	900385	chromosome_12	9655749	9663436	7734	7688
scaffold15_size3084122_pilon	900395	901109	chromosome_12	9663543	9664287	715	745
scaffold15_size3084122_pilon	901256	910778	chromosome_12	9664528	9674089	9523	9562
scaffold15_size3084122_pilon	911205	946553	chromosome_12	9674232	9709804	35349	35573
scaffold15_size3084122_pilon	946669	946990	chromosome_12	9709821	9710139	322	319
scaffold15_size3084122_pilon	947131	949257	chromosome_12	9710358	9712510	2127	2153
scaffold15_size3084122_pilon	952231	955046	chromosome_12	9715550	9718373	2816	2824
scaffold15_size3084122_pilon	955089	956615	chromosome_12	9718869	9720404	1527	1536
scaffold15_size3084122_pilon	956790	957311	chromosome_12	9720538	9721026	522	489
scaffold15_size3084122_pilon	957461	961650	chromosome_12	9721192	9725412	4190	4221
scaffold15_size3084122_pilon	961852	964720	chromosome_12	9725418	9728296	2869	2879
scaffold15_size3084122_pilon	964807	966923	chromosome_12	9728617	9730733	2117	2117
scaffold15_size3084122_pilon	1018885	1041826	chromosome_12	9466931	9444130	22942	22802
scaffold15_size3084122_pilon	1042088	1046224	chromosome_12	9439711	9435566	4137	4146
scaffold15_size3084122_pilon	1046534	1047109	chromosome_12	9435098	9434557	576	542
scaffold15_size3084122_pilon	1047115	1047317	chromosome_12	9434355	9434157	203	199
scaffold15_size3084122_pilon	1047543	1049458	chromosome_12	9434128	9432262	1916	1867
scaffold15_size3084122_pilon	1049645	1049832	chromosome_12	9430987	9430800	188	188
scaffold15_size3084122_pilon	1049853	1052382	chromosome_12	9430490	9427958	2530	2533
scaffold15_size3084122_pilon	1052965	1055164	chromosome_12	9427744	9425514	2200	2231
scaffold15_size3084122_pilon	1058313	1061433	chromosome_12	9423565	9420456	3121	3110
scaffold15_size3084122_pilon	1061581	1064278	chromosome_12	9420288	9417481	2698	2808
scaffold15_size3084122_pilon	1064294	1064787	chromosome_12	9417381	9416836	494	546
scaffold15_size3084122_pilon	1064822	1070828	chromosome_12	9416657	9410643	6007	6015
scaffold15_size3084122_pilon	1071333	1072030	chromosome_12	9408290	9407621	698	670
scaffold15_size3084122_pilon	1072190	1072511	chromosome_12	9407318	9406999	322	320
scaffold15_size3084122_pilon	1072675	1073273	chromosome_12	9406770	9406182	599	589
scaffold15_size3084122_pilon	1073275	1075064	chromosome_12	9406084	9404273	1790	1812
scaffold15_size3084122_pilon	1075402	1076144	chromosome_12	9404245	9403511	743	735
scaffold15_size3084122_pilon	1076273	1076460	chromosome_12	9402970	9402784	188	187
scaffold15_size3084122_pilon	1076468	1088236	chromosome_12	9402686	9390995	11769	11692
scaffold15_size3084122_pilon	1088346	1090836	chromosome_12	9390234	9387744	2491	2491
scaffold15_size3084122_pilon	1091401	1091648	chromosome_12	9387207	9387454	248	248
scaffold15_size3084122_pilon	1099286	1120080	chromosome_12	9379398	9358577	20795	20822
scaffold15_size3084122_pilon	1123539	1140123	chromosome_12	9358667	9342073	16585	16595
scaffold15_size3084122_pilon	1140225	1140391	chromosome_12	9341953	9341790	167	164
scaffold15_size3084122_pilon	1140561	1141674	chromosome_12	9341663	9340617	1114	1047
scaffold15_size3084122_pilon	1141922	1142880	chromosome_12	9340501	9339608	959	894
scaffold15_size3084122_pilon	1143020	1145822	chromosome_12	9339608	9336741	2803	2868
scaffold15_size3084122_pilon	1146042	1148764	chromosome_12	9336456	9333778	2723	2679
scaffold15_size3084122_pilon	1149002	1149729	chromosome_12	9333540	9332826	728	715
scaffold15_size3084122_pilon	1149772	1149914	chromosome_12	9332660	9332518	143	143
scaffold15_size3084122_pilon	1150307	1154495	chromosome_12	9332232	9327987	4189	4246
scaffold15_size3084122_pilon	1155972	1159448	chromosome_12	9326613	9323115	3477	3499
scaffold15_size3084122_pilon	1159441	1171139	chromosome_12	9322467	9310791	11699	11677
scaffold15_size3084122_pilon	1172655	1175905	chromosome_12	9310770	9307475	3251	3296
scaffold15_size3084122_pilon	1176004	1179574	chromosome_12	9307364	9303727	3571	3638
scaffold15_size3084122_pilon	1179698	1185621	chromosome_12	9299814	9293909	5924	5906
scaffold15_size3084122_pilon	1185817	1185984	chromosome_12	9293869	9293709	168	161
scaffold15_size3084122_pilon	1186000	1186938	chromosome_12	9293564	9292602	939	963
scaffold15_size3084122_pilon	1186937	1196959	chromosome_12	9292530	9282540	10023	9991
scaffold15_size3084122_pilon	1197645	1198341	chromosome_12	9281591	9280898	697	694
scaffold15_size3084122_pilon	1198370	1198786	chromosome_12	9280750	9280353	417	398
scaffold15_size3084122_pilon	1198997	1199192	chromosome_12	9280353	9280144	196	210
scaffold15_size3084122_pilon	1201787	1219936	chromosome_12	9276746	9258596	18150	18151
scaffold15_size3084122_pilon	1219981	1223644	chromosome_12	9258483	9254663	3664	3821
scaffold15_size3084122_pilon	1223782	1224245	chromosome_12	9254506	9254082	464	425
scaffold15_size3084122_pilon	1224261	1232938	chromosome_12	9253962	9245405	8678	8558
scaffold15_size3084122_pilon	1232938	1243124	chromosome_12	9245290	9235120	10187	10171
scaffold15_size3084122_pilon	1243269	1249390	chromosome_12	9234954	9228836	6122	6119
scaffold15_size3084122_pilon	1249921	1253558	chromosome_12	9228847	9225269	3638	3579
scaffold15_size3084122_pilon	1253846	1254836	chromosome_12	9223993	9223022	991	972
scaffold15_size3084122_pilon	1254856	1255084	chromosome_12	9222762	9222533	229	230
scaffold15_size3084122_pilon	1255541	1255608	chromosome_12	8162668	8162735	68	68
scaffold15_size3084122_pilon	1255615	1256338	chromosome_12	9222362	9221626	724	737
scaffold15_size3084122_pilon	1256338	1257514	chromosome_12	9221512	9220308	1177	1205
scaffold15_size3084122_pilon	1258521	1258909	chromosome_12	9219668	9219285	389	384
scaffold15_size3084122_pilon	1259277	1260133	chromosome_12	9219050	9218248	857	803
scaffold15_size3084122_pilon	1261286	1272919	chromosome_12	9217413	9205938	11634	11476
scaffold15_size3084122_pilon	1273436	1275422	chromosome_12	9205953	9204062	1987	1892
scaffold15_size3084122_pilon	1275522	1278222	chromosome_12	9204062	9201421	2701	2642
scaffold15_size3084122_pilon	1278303	1281473	chromosome_12	9200638	9197563	3171	3076
scaffold15_size3084122_pilon	1282475	1284409	chromosome_12	9195761	9193758	1935	2004
scaffold15_size3084122_pilon	1284527	1291022	chromosome_12	9193771	9187328	6496	6444
scaffold15_size3084122_pilon	1291279	1293153	chromosome_12	9187259	9185396	1875	1864
scaffold15_size3084122_pilon	1293326	1293849	chromosome_12	9184307	9183824	524	484
scaffold15_size3084122_pilon	1302943	1324772	chromosome_12	9177876	9156154	21830	21723
scaffold15_size3084122_pilon	1324791	1329908	chromosome_12	9155566	9150405	5118	5162
scaffold15_size3084122_pilon	1329913	1337077	chromosome_12	9150277	9143203	7165	7075
scaffold15_size3084122_pilon	1337084	1337792	chromosome_12	9137549	9136869	709	681
scaffold15_size3084122_pilon	1337789	1341506	chromosome_12	9136474	9132819	3718	3656
scaffold15_size3084122_pilon	1343472	1344069	chromosome_12	9132803	9132223	598	581
scaffold15_size3084122_pilon	1350363	1351154	chromosome_12	9132224	9131440	792	785
scaffold15_size3084122_pilon	1351691	1351838	chromosome_12	9131425	9131269	148	157
scaffold15_size3084122_pilon	1351844	1355087	chromosome_12	9131090	9127963	3244	3128
scaffold15_size3084122_pilon	1355175	1358108	chromosome_12	9127963	9125049	2934	2915
scaffold15_size3084122_pilon	1358197	1359812	chromosome_12	9124599	9122906	1616	1694
scaffold15_size3084122_pilon	1361115	1362002	chromosome_12	9122708	9121832	888	877
scaffold15_size3084122_pilon	1362142	1362496	chromosome_12	9121447	9121789	355	343
scaffold15_size3084122_pilon	1362675	1377704	chromosome_12	9121402	9106406	15030	14997
scaffold15_size3084122_pilon	1377739	1378006	chromosome_12	9106225	9105962	268	264
scaffold15_size3084122_pilon	1378010	1387622	chromosome_12	9105527	9095949	9613	9579
scaffold15_size3084122_pilon	1387747	1387888	chromosome_12	9095845	9095704	142	142
scaffold15_size3084122_pilon	1388244	1410825	chromosome_12	9095450	9072820	22582	22631
scaffold15_size3084122_pilon	1411601	1416050	chromosome_12	9072639	9068174	4450	4466
scaffold15_size3084122_pilon	1416412	1416993	chromosome_12	9068173	9067591	582	583
scaffold15_size3084122_pilon	1417451	1458875	chromosome_12	9067595	9026181	41425	41415
scaffold15_size3084122_pilon	1459734	1461550	chromosome_12	9026187	9024371	1817	1817
scaffold15_size3084122_pilon	1461546	1464345	chromosome_12	9024018	9021211	2800	2808
scaffold15_size3084122_pilon	1464336	1468531	chromosome_12	9020724	9016521	4196	4204
scaffold15_size3084122_pilon	1468674	1470427	chromosome_12	9016463	9014700	1754	1764
scaffold15_size3084122_pilon	1483130	1487942	chromosome_12	9011893	9007087	4813	4807
scaffold15_size3084122_pilon	1487995	1512695	chromosome_12	9007112	8982361	24701	24752
scaffold15_size3084122_pilon	1512948	1516087	chromosome_12	8982357	8979201	3140	3157
scaffold15_size3084122_pilon	1516088	1537005	chromosome_12	8978191	8957280	20918	20912
scaffold15_size3084122_pilon	1548933	1551239	chromosome_12	8918646	8916328	2307	2319
scaffold15_size3084122_pilon	1551244	1555846	chromosome_12	8916201	8911519	4603	4683
scaffold15_size3084122_pilon	1555987	1606856	chromosome_12	8911519	8860638	50870	50882
scaffold15_size3084122_pilon	1632627	1649472	chromosome_12	8849127	8832287	16846	16841
scaffold15_size3084122_pilon	1649506	1678316	chromosome_12	8832186	8803378	28811	28809
scaffold15_size3084122_pilon	1693341	1694571	chromosome_12	8803381	8802151	1231	1231
scaffold15_size3084122_pilon	1694629	1706433	chromosome_12	8802155	8790350	11805	11806
scaffold15_size3084122_pilon	1706908	1742945	chromosome_12	8790353	8754309	36038	36045
scaffold15_size3084122_pilon	1751853	1791539	chromosome_12	8751851	8712171	39687	39681
scaffold15_size3084122_pilon	1859741	2095512	chromosome_12	8643966	8408189	235772	235778
scaffold15_size3084122_pilon	2099043	2257618	chromosome_12	8408635	8250034	158576	158602
scaffold15_size3084122_pilon	2257611	2259879	chromosome_12	8249933	8247665	2269	2269
scaffold15_size3084122_pilon	2260193	2282175	chromosome_12	8247192	8225217	21983	21976
scaffold15_size3084122_pilon	2282531	2341681	chromosome_12	8225107	8165940	59151	59168
scaffold15_size3084122_pilon	2397329	2408039	chromosome_12	8111495	8100782	10711	10714
scaffold15_size3084122_pilon	2407973	2455559	chromosome_12	8100676	8053084	47587	47593
scaffold15_size3084122_pilon	2462384	2669722	chromosome_12	8025153	7817771	207339	207383
scaffold15_size3084122_pilon	2694216	2789127	chromosome_12	7791831	7696934	94912	94898
scaffold15_size3084122_pilon	2788854	3065949	chromosome_12	7694978	7417847	277096	277132
scaffold15_size3084122_pilon	3071131	3080027	chromosome_12	7402169	7393272	8897	8898
scaffold7_size5221019_pilon	1	85841	chromosome_12	208725	294568	85841	85844
scaffold7_size5221019_pilon	85913	101432	chromosome_12	294669	310203	15520	15535
scaffold7_size5221019_pilon	102744	191985	chromosome_12	825947	736695	89242	89253
scaffold7_size5221019_pilon	192047	237104	chromosome_12	736594	691529	45058	45066
scaffold7_size5221019_pilon	243458	247597	chromosome_12	320206	324345	4140	4140
scaffold7_size5221019_pilon	247667	289222	chromosome_12	324332	365884	41556	41553
scaffold7_size5221019_pilon	311045	366732	chromosome_12	371854	427561	55688	55708
scaffold7_size5221019_pilon	372401	624792	chromosome_12	427561	679974	252392	252414
scaffold7_size5221019_pilon	625940	633182	chromosome_12	679974	687182	7243	7209
scaffold7_size5221019_pilon	652818	717149	chromosome_12	850448	914793	64332	64346
scaffold7_size5221019_pilon	717287	720483	chromosome_12	914793	917989	3197	3197
scaffold7_size5221019_pilon	728719	730267	chromosome_12	925984	927541	1549	1558
scaffold7_size5221019_pilon	741728	742186	chromosome_12	836044	836493	459	450
scaffold7_size5221019_pilon	798096	818453	chromosome_12	966718	987083	20358	20366
scaffold7_size5221019_pilon	824389	828641	chromosome_12	991904	996161	4253	4258
scaffold7_size5221019_pilon	829593	868688	chromosome_12	996262	1035368	39096	39107
scaffold7_size5221019_pilon	889554	889628	chromosome_12	7695577	7695503	75	75
scaffold7_size5221019_pilon	901906	939662	chromosome_12	1065916	1103671	37757	37756
scaffold7_size5221019_pilon	939677	1196704	chromosome_12	1103640	1360665	257028	257026
scaffold7_size5221019_pilon	1244983	1245231	chromosome_12	1417667	1417419	249	249
scaffold7_size5221019_pilon	1249055	1249208	chromosome_12	1415063	1414909	154	155
scaffold7_size5221019_pilon	1250947	1251101	chromosome_12	1413170	1413017	155	154
scaffold7_size5221019_pilon	1253457	1253705	chromosome_12	1409193	1408945	249	249
scaffold7_size5221019_pilon	1282571	1301602	chromosome_12	1445343	1464374	19032	19032
scaffold7_size5221019_pilon	1301597	1430631	chromosome_12	1464333	1593348	129035	129016
scaffold7_size5221019_pilon	1430595	1434366	chromosome_12	1594308	1598079	3772	3772
scaffold7_size5221019_pilon	1434610	1434909	chromosome_12	9386861	9387178	300	318
scaffold7_size5221019_pilon	1434918	1484797	chromosome_12	1599455	1649382	49880	49928
scaffold7_size5221019_pilon	1484843	1492360	chromosome_12	1649932	1657455	7518	7524
scaffold7_size5221019_pilon	1492859	1499368	chromosome_12	1657556	1664067	6510	6512
scaffold7_size5221019_pilon	1499942	1534903	chromosome_12	1664064	1699027	34962	34964
scaffold7_size5221019_pilon	1537079	1562683	chromosome_12	1712485	1738099	25605	25615
scaffold7_size5221019_pilon	1562652	1606796	chromosome_12	1738200	1782351	44145	44152
scaffold7_size5221019_pilon	1660103	1920177	chromosome_12	1830054	2090138	260075	260085
scaffold7_size5221019_pilon	1925835	2053204	chromosome_12	2090134	2217494	127370	127361
scaffold7_size5221019_pilon	2062376	2151313	chromosome_12	2226666	2315636	88938	88971
scaffold7_size5221019_pilon	2156972	2369897	chromosome_12	2315633	2528667	212926	213035
scaffold7_size5221019_pilon	2437343	2437603	chromosome_12	2596375	2596115	261	261
scaffold7_size5221019_pilon	2451215	2451400	chromosome_12	2619489	2619304	186	186
scaffold7_size5221019_pilon	2451691	2452165	chromosome_12	2618929	2618447	475	483
scaffold7_size5221019_pilon	2459671	2460153	chromosome_12	2610941	2610467	483	475
scaffold7_size5221019_pilon	2460528	2460713	chromosome_12	2610176	2609991	186	186
scaffold7_size5221019_pilon	2464094	2465713	chromosome_12	2630933	2629355	1620	1579
scaffold7_size5221019_pilon	2466521	2467937	chromosome_12	2633738	2632331	1417	1408
scaffold7_size5221019_pilon	2470579	2472157	chromosome_12	2624489	2622870	1579	1620
scaffold7_size5221019_pilon	2473555	2474961	chromosome_12	2626713	2625297	1407	1417
scaffold7_size5221019_pilon	2510971	2852003	chromosome_12	2669671	3010712	341033	341042
scaffold7_size5221019_pilon	2852233	2879915	chromosome_12	3010825	3038511	27683	27687
scaffold7_size5221019_pilon	2880339	2903861	chromosome_12	3038482	3062004	23523	23523
scaffold7_size5221019_pilon	2903982	2911886	chromosome_12	3062105	3070009	7905	7905
